Cust_RefID,Cust_FirstName,Cust_LastName,Cust_PhoneNo,Cust_EmailAddress,Cust_EmailDomain,Cust_StreetAddress,Cust_Zip,Cust_AddressCity,Cust_AddressState,Cust_AddressStateISO,Cust_AddressCountry,Cust_Acct_IBAN,Device_Manufacturer,Connection Type,UA_OS,ISP City,UserIP_Blacklist,TrueIP_Blacklist,VirtualMachineSession,Page activity time,Cust_EstablishedIP,UserSessionInputIP,UserTrueIP,ISP,Device_ID,UserAgent,FinalScore
3F154E72-9580-4E,Steven,Perry,+1-970-485-9570x81894,Steven_Perry@icloud.com,icloud.com,9667 Anderson Isle Suite 872,74756,New York,New York,NY,US,US20612650599162738790,Apple Inc.,Fixed Broadband (Fibre/Cable/DSL),Windows,Phoenix,0.0,0.6896622267037481,0,7763,166.26.226.252,23.115.21.18,25.174.57.6,Comcast,e07919833a54473495a612c2a0f0fcab,Mozilla/5.0 (Windows; 15) AppleWebKit/537.36,10
54B91772-D4F2-4F,Tabitha,Leonard,+1-539-736-3405x9699,Tabitha_Leonard@icloud.com,icloud.com,0964 Johnson Coves Suite 663,75499,Dallas,Texas,TX,US,US53565492598416673552,Huawei,Mobile Broadband,MacOS,Houston,0.957150167974835,0.010002963326761871,1,9220,221.10.204.143,44.227.82.48,212.123.99.240,AT&T,3b886fd164654860bc3f207cdd479ba4,Mozilla/5.0 (MacOS; 11) AppleWebKit/537.36,0
1391D7A4-F17A-44,William,Pope,+1-652-659-0136x8041,William_Pope@gmail.com,gmail.com,3973 Michelle Shoals,31480,Chicago,Illinois,IL,US,US90200234128627650263,Lenovo,4G/5G,iOS,Chicago,0.0,0.0,0,92488,125.106.91.230,125.106.91.230,125.106.91.230,T-Mobile,3445d9f0f86147798d542eb29e68d288,Mozilla/5.0 (iOS; 11) AppleWebKit/537.36,94
B25CDC5A-8C92-4E,Jean,Boyle,001-787-413-1006x32473,Jean_Boyle@yahoo.com,yahoo.com,6355 Kelly Hollow Apt. 455,26697,San Antonio,Texas,TX,US,US85557751395477707502,Google LLC,Fixed Broadband (Fibre/Cable/DSL),Windows,San Diego,0.05784715828115472,0.7357117278025331,0,879,7.99.172.110,59.65.48.10,83.119.78.176,Verizon,60981dfe1f014cc7b0b70b222a3e8f0c,Mozilla/5.0 (Windows; 11) AppleWebKit/537.36,0
7B44F888-1AF9-46,John,Powell,(493)315-0480,John_Powell@gmail.com,gmail.com,731 Jennings Knolls,70431,Dallas,Texas,TX,US,US48004324121547045137,Apple Inc.,4G/5G,Linux,San Diego,0.4751869371953782,0.8854148484528224,1,342,114.221.232.166,114.221.232.166,114.221.232.166,Cox Communications,ac06485db0cc4aed9474ec31655679dc,Mozilla/5.0 (Linux; 12) AppleWebKit/537.36,0
4B518FD2-18B5-46,Anthony,Kelley,001-791-853-2493,Anthony_Kelley@icloud.com,icloud.com,976 Roman Cliffs Suite 324,28966,New York,New York,NY,US,US27256889124059425507,Apple Inc.,Fixed Broadband (Fibre/Cable/DSL),iOS,New York,0.0,0.0,0,76955,222.130.45.178,222.130.45.178,222.130.45.178,AT&T,c5cbceb9478447e38988e6e4da399090,Mozilla/5.0 (iOS; 11) AppleWebKit/537.36,97
2F146E66-CCA3-40,James,Elliott,+1-678-706-9242x3755,James_Elliott@yahoo.com,yahoo.com,01762 Jessica Ford,32702,San Jose,California,CA,US,US44570121245498775424,Google LLC,4G/5G,Windows,San Jose,0.0,0.0,0,108004,249.133.123.229,249.133.123.229,249.133.123.229,AT&T,92ca55e1a4a24195bd657e1b28aaa99e,Mozilla/5.0 (Windows; 12) AppleWebKit/537.36,100
C9087C31-25EF-49,Marissa,Taylor,(836)347-2466x03294,Marissa_Taylor@gmail.com,gmail.com,452 Thompson Squares,19872,Houston,Texas,TX,US,US30059660268227332680,Apple Inc.,Mobile Broadband,Android,Houston,0.0,0.0,0,60518,73.69.162.162,73.69.162.162,73.69.162.162,Verizon,e7e08e2a1be14afaa2ee179b03721b22,Mozilla/5.0 (Android; 11) AppleWebKit/537.36,90
D2159147-0FE7-40,Jennifer,Mason,001-282-465-9083,Jennifer_Mason@gmail.com,gmail.com,91765 Danielle Neck Apt. 378,86410,San Antonio,Texas,TX,US,US93527454528857898716,Huawei,Satellite,Linux,San Antonio,0.0,0.0,0,214931,229.69.130.101,229.69.130.101,229.69.130.101,T-Mobile,8f415b7ad696468894a77ec9243174ed,Mozilla/5.0 (Linux; 14) AppleWebKit/537.36,100
97B118CD-D086-41,Michael,Martin,239-913-5375x189,Michael_Martin@protonmail.com,protonmail.com,134 Brown Underpass,29172,Dallas,Texas,TX,US,US86977035282020567933,Google LLC,Satellite,iOS,Philadelphia,0.06074415156755608,0.0,1,2604,87.44.171.7,233.205.187.111,225.212.208.87,Comcast,68a7877af09243e792c0300ac98f0f48,Mozilla/5.0 (iOS; 11) AppleWebKit/537.36,0
E686BA94-865B-44,Nicole,Barnes,594-401-4259x75949,Nicole_Barnes@outlook.com,outlook.com,263 Kayla Vista Apt. 878,89765,Philadelphia,Pennsylvania,PA,US,US16920195981174061387,Apple Inc.,Satellite,Android,Philadelphia,0.0,0.0,0,47666,187.99.52.224,187.99.52.224,187.99.52.224,Charter Spectrum,0afd6c579f8a424e95a3f57713fa43e9,Mozilla/5.0 (Android; 14) AppleWebKit/537.36,91
E616135D-4AFA-4D,Shannon,Brown,671-379-6201x406,Shannon_Brown@icloud.com,icloud.com,82237 Lee Drive Suite 579,61105,Los Angeles,California,CA,US,US87601614405952002141,Apple Inc.,Satellite,MacOS,Los Angeles,0.0,0.0,0,257625,249.85.79.13,249.85.79.13,249.85.79.13,Cox Communications,71c4cbc80fe54884beb83b14d45054fd,Mozilla/5.0 (MacOS; 11) AppleWebKit/537.36,100
A64ECB25-FB7F-4D,Meagan,Powell,001-997-705-4592x86701,Meagan_Powell@gmail.com,gmail.com,16774 Robert Port,71648,Los Angeles,California,CA,US,US72554499648902542058,Dell Inc.,4G/5G,iOS,Dallas,0.503791203381997,0.7358828514696854,0,520,69.128.213.6,242.214.34.65,55.115.129.99,Verizon,e4c779c7c0a44783a4f85432a9c28681,Mozilla/5.0 (iOS; 12) AppleWebKit/537.36,0
387A9CE9-0809-4C,Sabrina,Lozano,880-367-0969,Sabrina_Lozano@outlook.com,outlook.com,77105 Scott Track,65853,Chicago,Illinois,IL,US,US29580015045564927144,Dell Inc.,Mobile Broadband,Android,Phoenix,0.0,0.7924220969371215,0,3929,40.52.154.120,140.57.61.185,18.185.164.80,AT&T,ae88bbf7b21547708e955455f11d79f5,Mozilla/5.0 (Android; 11) AppleWebKit/537.36,29
BC84FD0A-8339-4B,Glenn,Rodriguez,588-446-4799x404,Glenn_Rodriguez@outlook.com,outlook.com,815 Lauren Center Suite 491,20192,Chicago,Illinois,IL,US,US14125524699779828954,Lenovo,Satellite,iOS,Chicago,0.0,0.0,0,53779,18.5.128.235,18.5.128.235,18.5.128.235,Cox Communications,16af24ab564d4661b323a112d57782e3,Mozilla/5.0 (iOS; 12) AppleWebKit/537.36,100
D736E1B9-A6A4-4E,John,Hopkins,(740)492-1457x3741,John_Hopkins@hotmail.com,hotmail.com,6718 Gregory Plains,84363,San Diego,California,CA,US,US60054216348142667707,Apple Inc.,Mobile Broadband,Windows,Chicago,0.8822687026666187,0.5154999260194421,1,6989,4.62.152.209,4.62.152.209,4.62.152.209,Cox Communications,932e0b9619cf4c1fbd8d00d1d4608c70,Mozilla/5.0 (Windows; 15) AppleWebKit/537.36,0
2E5A079C-D36C-4F,John,Buckley,524-793-2548x767,John_Buckley@outlook.com,outlook.com,044 David Forks Apt. 958,91235,Houston,Texas,TX,US,US40999364273445497654,Huawei,Mobile Broadband,MacOS,Phoenix,0.0,0.0,1,2531,165.182.191.238,54.43.16.211,48.142.152.32,AT&T,a19abb1f07c2468ebfd59c33411ecdb7,Mozilla/5.0 (MacOS; 14) AppleWebKit/537.36,23
40523AF6-3DD4-4F,Laurie,Caldwell,001-293-595-9411x59406,Laurie_Caldwell@icloud.com,icloud.com,50754 Christopher Plaza Apt. 691,82600,San Jose,California,CA,US,US36775288012788310311,Google LLC,4G/5G,Android,Philadelphia,0.0,0.7042048881684945,1,2946,79.173.91.70,89.207.209.201,180.161.26.98,Cox Communications,e19f1bda24bb44c4b0e7eb340c015a35,Mozilla/5.0 (Android; 13) AppleWebKit/537.36,0
4BBF030E-EA72-4B,David,Smith,(259)369-2834x3167,David_Smith@hotmail.com,hotmail.com,58684 Gina Alley,18275,Houston,Texas,TX,US,US93532958082882225275,Apple Inc.,Satellite,Linux,San Diego,0.2703337084766252,0.6795311304342936,0,5412,221.50.83.141,235.110.150.40,94.246.93.230,Cox Communications,c1024f54c8bc4da5a2e9f069af4a66fb,Mozilla/5.0 (Linux; 10) AppleWebKit/537.36,0
D572CBFC-E613-45,Lauren,Newton,489-364-9317,Lauren_Newton@protonmail.com,protonmail.com,1859 Peterson Forks Apt. 393,84739,San Jose,California,CA,US,US89526107897594120227,Dell Inc.,Fixed Broadband (Fibre/Cable/DSL),Linux,San Jose,0.0,0.0,0,91878,134.68.227.173,134.68.227.173,134.68.227.173,AT&T,c3a49ca6bc2e458ead6ae213789acdc7,Mozilla/5.0 (Linux; 12) AppleWebKit/537.36,100
7E32B868-C46C-46,Brandon,Jordan,(432)629-6684x502,Brandon_Jordan@protonmail.com,protonmail.com,4695 Bishop Spur,80150,San Diego,California,CA,US,US63865134825333120698,Apple Inc.,4G/5G,Linux,San Diego,0.0,0.0,0,65821,113.180.201.214,113.180.201.214,113.180.201.214,Cox Communications,99a57fda482d488b833a3fd4c1f6f722,Mozilla/5.0 (Linux; 11) AppleWebKit/537.36,100
81AEB230-1DB4-46,Christine,Jackson,(251)952-5023,Christine_Jackson@hotmail.com,hotmail.com,04509 Burke Throughway,14591,Philadelphia,Pennsylvania,PA,US,US90167155565829795333,Apple Inc.,Mobile Broadband,iOS,Philadelphia,0.0,0.0,0,115874,208.35.50.62,208.35.50.62,208.35.50.62,Charter Spectrum,1d93b8be62224cdc90d4828bf283272d,Mozilla/5.0 (iOS; 12) AppleWebKit/537.36,94
1A96F7B2-B5D0-49,Brandon,Moreno,648-866-5357x06744,Brandon_Moreno@outlook.com,outlook.com,530 Nichols Common Apt. 728,41620,Phoenix,Arizona,AZ,US,US74885117464770588592,Apple Inc.,Fixed Broadband (Fibre/Cable/DSL),Linux,Phoenix,0.0,0.0,0,238360,217.164.15.131,217.164.15.131,217.164.15.131,AT&T,15c4359d917940f3bebacad2c0aa95f7,Mozilla/5.0 (Linux; 14) AppleWebKit/537.36,100
D0E41504-0D24-46,David,Oconnell,001-974-826-9346x1601,David_Oconnell@protonmail.com,protonmail.com,05577 Smith Springs,89444,San Jose,California,CA,US,US80918413937961344977,Huawei,4G/5G,Android,San Jose,0.0,0.0,0,105249,230.159.77.179,230.159.77.179,230.159.77.179,Cox Communications,84f8d22cd005476aaaf4e0c9148288a7,Mozilla/5.0 (Android; 11) AppleWebKit/537.36,100
F8E000A3-A04D-4D,Michael,Johnson,(433)695-8695x843,Michael_Johnson@gmail.com,gmail.com,68214 Long Cliffs,55746,San Diego,California,CA,US,US86435482748412940246,Apple Inc.,Fixed Broadband (Fibre/Cable/DSL),iOS,San Diego,0.0,0.0,0,215981,172.42.187.78,172.42.187.78,172.42.187.78,Verizon,613be498b3a34da7ae5abf7e38a7a017,Mozilla/5.0 (iOS; 14) AppleWebKit/537.36,96
7C97F887-6A3A-45,Autumn,Hensley,201-444-5460,Autumn_Hensley@icloud.com,icloud.com,6898 Victoria Heights,92190,San Antonio,Texas,TX,US,US57772107553766959427,Huawei,Mobile Broadband,Linux,Los Angeles,0.11044051580466463,0.6984490556753675,0,2240,57.239.73.41,57.239.73.41,57.239.73.41,Cox Communications,18244690e6ba40df882592c3e5495895,Mozilla/5.0 (Linux; 13) AppleWebKit/537.36,0
79438E13-73CC-43,Jason,Garcia,886-814-3917x0720,Jason_Garcia@gmail.com,gmail.com,41852 Patrick Parkways Suite 353,49339,New York,New York,NY,US,US28324923704268402512,Apple Inc.,Mobile Broadband,iOS,New York,0.0,0.0,0,264820,243.204.126.80,243.204.126.80,243.204.126.80,Comcast,47abb0902b1d432ebc986a28d42ec132,Mozilla/5.0 (iOS; 14) AppleWebKit/537.36,100
27785294-E0D2-48,Tamara,Ellison,001-828-350-0244x470,Tamara_Ellison@gmail.com,gmail.com,7291 Gonzalez Station,81085,San Jose,California,CA,US,US79227306476019634757,Google LLC,Fixed Broadband (Fibre/Cable/DSL),iOS,San Jose,0.0,0.0,0,236856,17.61.68.105,17.61.68.105,17.61.68.105,Comcast,e215441ab3664c6090d3f48e73eb21c6,Mozilla/5.0 (iOS; 14) AppleWebKit/537.36,100
E90CAB98-42DF-4A,Donna,Burns,+1-366-503-2291x7641,Donna_Burns@hotmail.com,hotmail.com,8466 Elizabeth Estates,45665,Phoenix,Arizona,AZ,US,US14869836656557059023,Google LLC,4G/5G,MacOS,Houston,0.25243294124182347,0.3854462626026077,1,4625,194.211.192.213,174.20.145.49,57.102.151.106,Comcast,22c41129de594b828951ec63cdcd2f07,Mozilla/5.0 (MacOS; 13) AppleWebKit/537.36,0
D073FC0B-AA97-4A,Richard,Gonzalez,810.403.2378,Richard_Gonzalez@outlook.com,outlook.com,639 Morton Courts Apt. 654,59532,Phoenix,Arizona,AZ,US,US17030074690024256274,Dell Inc.,Mobile Broadband,Android,Phoenix,0.0,0.0,0,81722,134.164.131.142,134.164.131.142,134.164.131.142,AT&T,401155d3b323418d990f5213356f075a,Mozilla/5.0 (Android; 12) AppleWebKit/537.36,100
F59B08E0-B27B-4F,Jason,Brown,816.343.5530x58637,Jason_Brown@protonmail.com,protonmail.com,3893 Jennifer Parkway,78536,New York,New York,NY,US,US23114517951802279155,Huawei,Satellite,MacOS,San Diego,0.4922550096158437,0.0,0,6369,139.181.53.46,139.181.53.46,139.181.53.46,Comcast,0b4fd4ce210940e6abead8052751f5b1,Mozilla/5.0 (MacOS; 11) AppleWebKit/537.36,39
B0AFD991-0875-45,Stephanie,Hopkins,500-432-7880,Stephanie_Hopkins@outlook.com,outlook.com,9106 Deborah Alley Suite 337,95420,Houston,Texas,TX,US,US98910633711890217388,Dell Inc.,Fixed Broadband (Fibre/Cable/DSL),Linux,Houston,0.0,0.0,0,132077,55.115.199.219,55.115.199.219,55.115.199.219,Cox Communications,d0b62e3b6dae4d5ab1d602c3e3fc4d7b,Mozilla/5.0 (Linux; 11) AppleWebKit/537.36,100
D6914FAD-5D5E-4B,Philip,Sanchez,(454)205-0405,Philip_Sanchez@protonmail.com,protonmail.com,303 Mark Garden,46730,Chicago,Illinois,IL,US,US93189481105869831548,Lenovo,Mobile Broadband,iOS,Chicago,0.0,0.0,0,164252,129.230.178.212,129.230.178.212,129.230.178.212,Verizon,2eff22382a7c4c278af28cc34af2f2a1,Mozilla/5.0 (iOS; 13) AppleWebKit/537.36,98
C9A05B8E-B45F-4F,James,Riley,001-519-279-9763,James_Riley@hotmail.com,hotmail.com,14981 Darren Flats,56690,San Jose,California,CA,US,US71549991564425722608,Huawei,Mobile Broadband,iOS,San Jose,0.0,0.0,0,185485,203.235.8.133,203.235.8.133,203.235.8.133,T-Mobile,f332456c06014e1094228a3be14f32b1,Mozilla/5.0 (iOS; 11) AppleWebKit/537.36,90
1A391AFC-FE3D-46,Brian,Riddle,810.541.5481x3620,Brian_Riddle@hotmail.com,hotmail.com,059 David Shoals,46970,Los Angeles,California,CA,US,US90251385153960878655,Google LLC,Satellite,MacOS,Los Angeles,0.0,0.0,0,129079,19.121.1.126,19.121.1.126,19.121.1.126,T-Mobile,87583a89c29041d3851c2ec5d252249b,Mozilla/5.0 (MacOS; 11) AppleWebKit/537.36,100
DDD491F5-79AF-49,Brian,Bauer,667.995.0492x0207,Brian_Bauer@protonmail.com,protonmail.com,10592 Darlene Isle,84391,Chicago,Illinois,IL,US,US93095418357650731983,"Samsung Electronics Co., Ltd.",Mobile Broadband,iOS,Chicago,0.0,0.0,0,91008,86.144.221.77,86.144.221.77,86.144.221.77,Cox Communications,5f23b20dc3524801bcd8fe24393299ca,Mozilla/5.0 (iOS; 11) AppleWebKit/537.36,95
944C75B8-DCEA-41,Brandon,Young,352.425.8738,Brandon_Young@hotmail.com,hotmail.com,0528 Gray Radial,30013,San Antonio,Texas,TX,US,US52563274402101869028,Lenovo,4G/5G,iOS,San Antonio,0.0,0.0,0,142051,194.48.219.232,194.48.219.232,194.48.219.232,AT&T,5ae506fdae524643bf6a29d417eb2a16,Mozilla/5.0 (iOS; 14) AppleWebKit/537.36,100
FCABEAFB-FD21-4C,Brandon,Moore,001-264-604-6937x69278,Brandon_Moore@outlook.com,outlook.com,13175 Lee Unions Suite 647,20400,Houston,Texas,TX,US,US14768078374907343697,Apple Inc.,4G/5G,Linux,Houston,0.0,0.0,0,151984,124.138.131.170,124.138.131.170,124.138.131.170,T-Mobile,7848937fa07249818c3cb0d0149d01a9,Mozilla/5.0 (Linux; 11) AppleWebKit/537.36,100
D4EC07BD-2F26-4B,Colleen,Lopez,+1-542-954-6480x6250,Colleen_Lopez@yahoo.com,yahoo.com,028 Dawn Isle,92176,New York,New York,NY,US,US28846823297553742502,Apple Inc.,4G/5G,iOS,New York,0.0,0.0,0,43795,175.168.102.177,175.168.102.177,175.168.102.177,T-Mobile,e90452bd95b9410f9144170cd201d1b0,Mozilla/5.0 (iOS; 12) AppleWebKit/537.36,100
DCFBFB0A-7B77-41,Jane,Walker,(848)945-4535x3964,Jane_Walker@icloud.com,icloud.com,71437 Joe Gateway Apt. 547,81894,Philadelphia,Pennsylvania,PA,US,US15546129371018489347,"Samsung Electronics Co., Ltd.",Fixed Broadband (Fibre/Cable/DSL),Linux,Philadelphia,0.0,0.0,0,174787,175.203.106.212,175.203.106.212,175.203.106.212,Cox Communications,5dd6eb7f927341d6a4ea95848a5814a3,Mozilla/5.0 (Linux; 13) AppleWebKit/537.36,100
D6E27452-5EFC-45,Andrew,Brandt,701.435.1432x4597,Andrew_Brandt@yahoo.com,yahoo.com,61587 Katie Ridges,24198,New York,New York,NY,US,US11636413739291185003,Dell Inc.,Satellite,Windows,Dallas,0.1693091141235903,0.8032021648345624,1,5069,193.176.111.195,56.253.15.21,105.99.162.201,Verizon,0bfa483cd572469ea7f4a70db824f37e,Mozilla/5.0 (Windows; 14) AppleWebKit/537.36,0
EAC2A611-C1BB-49,Rebecca,Johnson,618.352.8763x2733,Rebecca_Johnson@outlook.com,outlook.com,586 Jason Mission,33424,New York,New York,NY,US,US62425155996954897299,Apple Inc.,Satellite,MacOS,New York,0.0,0.0,0,264425,137.25.67.55,137.25.67.55,137.25.67.55,Comcast,712a7a91748d40808b287c667633f250,Mozilla/5.0 (MacOS; 11) AppleWebKit/537.36,90
C393938B-D502-4B,Courtney,Watkins,978-531-1453x5897,Courtney_Watkins@outlook.com,outlook.com,308 Grimes Center,37825,San Jose,California,CA,US,US62273755023175870909,Huawei,Satellite,iOS,San Jose,0.0,0.0,0,245531,87.187.112.206,87.187.112.206,87.187.112.206,Cox Communications,c8ce6d1fb8e446489933dcc55e0ea777,Mozilla/5.0 (iOS; 13) AppleWebKit/537.36,93
C4BCFC3D-A665-4E,Lonnie,Webb,9504447936,Lonnie_Webb@protonmail.com,protonmail.com,18957 Reeves Shores,23935,San Antonio,Texas,TX,US,US16980554927424947638,Huawei,4G/5G,MacOS,Dallas,0.5035433632818523,0.2151961433620736,1,149,19.148.149.124,193.253.128.161,86.81.240.76,Charter Spectrum,ae586302c1a54c90bf56ff051e9dab7f,Mozilla/5.0 (MacOS; 12) AppleWebKit/537.36,0
8FAC9267-21F7-4D,Angela,Butler,(598)297-1803,Angela_Butler@icloud.com,icloud.com,9302 Dillon Tunnel,16029,San Jose,California,CA,US,US32155944028093453109,Dell Inc.,Fixed Broadband (Fibre/Cable/DSL),Linux,San Jose,0.0,0.0,0,185303,251.152.150.57,251.152.150.57,251.152.150.57,AT&T,4065099e60e4458cae38863db3781011,Mozilla/5.0 (Linux; 12) AppleWebKit/537.36,97
9C4397A3-FB78-48,Jason,Flores,001-699-968-2008x004,Jason_Flores@icloud.com,icloud.com,48146 George Underpass,54431,San Antonio,Texas,TX,US,US52502869689697758451,Dell Inc.,Fixed Broadband (Fibre/Cable/DSL),Windows,San Antonio,0.7809647240843038,0.5647200438971157,1,6441,182.28.13.245,182.28.13.245,182.28.13.245,Charter Spectrum,dc5c104419b14560b6f586bf3f7a24c8,Mozilla/5.0 (Windows; 10) AppleWebKit/537.36,7
AAAD0A63-109F-4C,Logan,Sullivan,001-482-988-4816,Logan_Sullivan@gmail.com,gmail.com,2639 Martha Flat Apt. 464,41944,Houston,Texas,TX,US,US33452896715111410924,Huawei,Mobile Broadband,Linux,Phoenix,0.0,0.0,1,951,82.191.4.168,82.191.4.168,82.191.4.168,Comcast,12d7f8c71513430788cd929764eb0d21,Mozilla/5.0 (Linux; 11) AppleWebKit/537.36,37
47838B1F-6EF5-4C,Shawn,Byrd,001-207-437-1719,Shawn_Byrd@gmail.com,gmail.com,688 Hines Road,54231,Chicago,Illinois,IL,US,US68524867370194504402,Google LLC,4G/5G,Android,Chicago,0.0,0.0,0,36623,254.186.59.36,254.186.59.36,254.186.59.36,Cox Communications,ad0fa04ffbcf4ce99c2a08b7ec3fcde1,Mozilla/5.0 (Android; 11) AppleWebKit/537.36,93
BF127721-790C-4D,Kathleen,Rangel,4177217368,Kathleen_Rangel@icloud.com,icloud.com,66702 Curtis Prairie,36450,Chicago,Illinois,IL,US,US23962716161798324833,Apple Inc.,4G/5G,MacOS,Chicago,0.0,0.0,0,286924,245.173.55.53,245.173.55.53,245.173.55.53,Cox Communications,8c2b376a818d4c84aaafaa0c64d0de72,Mozilla/5.0 (MacOS; 10) AppleWebKit/537.36,100
C9F93DF5-F875-49,Catherine,Buck,347.364.3973x482,Catherine_Buck@yahoo.com,yahoo.com,502 Moore Fall,69597,San Antonio,Texas,TX,US,US21921331500319704708,Google LLC,Satellite,Linux,San Antonio,0.0,0.0,0,147670,94.120.79.74,94.120.79.74,94.120.79.74,AT&T,224ed66dd42b471a8e52afefac29a5c9,Mozilla/5.0 (Linux; 11) AppleWebKit/537.36,95
78219A27-75E2-4E,Amy,Collins,+1-666-725-7677,Amy_Collins@icloud.com,icloud.com,5954 Darlene Causeway,22811,San Jose,California,CA,US,US85649129632094463976,Lenovo,Mobile Broadband,Windows,Chicago,0.34329130686005194,0.229675795864545,0,5530,228.79.77.51,196.161.14.158,126.98.213.183,AT&T,845f0aa304724d8e9010cd263b78567e,Mozilla/5.0 (Windows; 13) AppleWebKit/537.36,0
8C73386C-32B4-44,Thomas,Bass,001-885-783-0159x33568,Thomas_Bass@protonmail.com,protonmail.com,249 Watson Loaf Suite 654,10027,Houston,Texas,TX,US,US48690217443218784017,Apple Inc.,Mobile Broadband,iOS,Chicago,0.06989494609602931,0.0,0,1969,70.98.233.51,108.235.219.131,210.148.64.176,Verizon,f47351783a6b4bb8a3fd003fe58758ae,Mozilla/5.0 (iOS; 12) AppleWebKit/537.36,23
54995814-CFDC-41,Daniel,Doyle,688-742-0010,Daniel_Doyle@hotmail.com,hotmail.com,47159 Ellis Roads Suite 462,97819,Houston,Texas,TX,US,US18702499589384202078,Lenovo,Satellite,Linux,Phoenix,0.568344516332774,0.0,0,789,79.53.100.19,34.131.146.44,179.138.58.253,T-Mobile,c32c407c68e84ff98ea869a3b321a6d6,Mozilla/5.0 (Linux; 11) AppleWebKit/537.36,13
5B12A0FD-44E8-4C,William,Ellison,259-990-0331x218,William_Ellison@protonmail.com,protonmail.com,85789 Gregory Terrace,23290,New York,New York,NY,US,US28384882455969735931,Apple Inc.,4G/5G,Windows,New York,0.0,0.0,0,97487,63.11.182.168,63.11.182.168,63.11.182.168,Comcast,e74e22678f45472ea9bf2aa1e67c27f7,Mozilla/5.0 (Windows; 12) AppleWebKit/537.36,100
D410D461-F90E-4C,Michael,Gordon,869-584-2172x0696,Michael_Gordon@outlook.com,outlook.com,41863 Wagner Crossing Apt. 770,43975,San Jose,California,CA,US,US80348414994030492609,Dell Inc.,Mobile Broadband,Android,San Jose,0.0,0.0,0,73756,236.203.119.230,236.203.119.230,236.203.119.230,Comcast,3dc88899f7a1459b9db18847def1c1dc,Mozilla/5.0 (Android; 12) AppleWebKit/537.36,93
3B03428A-54F9-4F,Amy,Wallace,747.257.1367x809,Amy_Wallace@protonmail.com,protonmail.com,00222 Anthony Flat,69825,San Jose,California,CA,US,US42243478026500067569,Apple Inc.,Satellite,Linux,San Jose,0.0,0.0,0,203469,45.243.252.251,45.243.252.251,45.243.252.251,T-Mobile,6755cf96a6e94435a51abb0cc983dd8b,Mozilla/5.0 (Linux; 14) AppleWebKit/537.36,100
DE5FF1BC-CAA7-47,Victoria,Smith,(916)210-1963,Victoria_Smith@outlook.com,outlook.com,4542 Booker Burgs,63220,Los Angeles,California,CA,US,US59393555519438534360,Dell Inc.,Mobile Broadband,MacOS,New York,0.2866759780424827,0.0,1,8393,9.72.146.82,45.236.115.244,59.176.30.16,T-Mobile,0ffbe46d206b4445a9e8ed2f71910ebf,Mozilla/5.0 (MacOS; 12) AppleWebKit/537.36,0
C1A414E8-0968-4E,Anne,Gilbert,(468)919-5181,Anne_Gilbert@yahoo.com,yahoo.com,0906 Peter Spring Suite 908,90878,San Jose,California,CA,US,US11570062400893831118,"Samsung Electronics Co., Ltd.",Satellite,Android,San Jose,0.0,0.0,0,276529,112.35.237.164,112.35.237.164,112.35.237.164,AT&T,7c8a27ccea894bf2b79e0027093acf5f,Mozilla/5.0 (Android; 14) AppleWebKit/537.36,98
8ECD263F-C1F7-47,Brad,Jacobson,001-389-885-8586x4461,Brad_Jacobson@hotmail.com,hotmail.com,95909 Goodwin Via,66579,Chicago,Illinois,IL,US,US30027562577168200561,Google LLC,Fixed Broadband (Fibre/Cable/DSL),Linux,San Jose,0.1800079592593481,0.4700905676438075,1,8794,231.188.94.87,137.178.64.107,213.44.158.38,T-Mobile,8beb3b8dd75a4526a34a7821b6be64fd,Mozilla/5.0 (Linux; 10) AppleWebKit/537.36,0
D22A7DB6-FC9A-44,Cheyenne,Wilson,001-220-560-1337x580,Cheyenne_Wilson@yahoo.com,yahoo.com,6894 Ayala Courts Suite 027,90882,Houston,Texas,TX,US,US25608793220110283422,Apple Inc.,Mobile Broadband,Linux,Houston,0.0,0.0,0,79479,162.81.52.83,162.81.52.83,162.81.52.83,Comcast,ce50337959a24cd4ae881b4474e95ddc,Mozilla/5.0 (Linux; 12) AppleWebKit/537.36,97
AB136175-009C-4B,Amanda,Collins,410-771-4329,Amanda_Collins@gmail.com,gmail.com,0786 Krause Rest Apt. 001,56411,Phoenix,Arizona,AZ,US,US83777195535402794260,Huawei,Fixed Broadband (Fibre/Cable/DSL),Windows,San Antonio,0.9129551079415118,0.9399380535782129,1,6029,190.12.68.1,113.162.84.68,134.243.4.123,Cox Communications,b7b5923119df476c91bda005d85f6b50,Mozilla/5.0 (Windows; 13) AppleWebKit/537.36,0
5F3707A2-2B4A-4E,Alexandra,Green,+1-208-958-5273x299,Alexandra_Green@hotmail.com,hotmail.com,5777 Jonathan Plaza Apt. 509,79516,Los Angeles,California,CA,US,US37576449913643943451,Lenovo,Mobile Broadband,Android,Los Angeles,0.0,0.0,0,251950,103.228.9.37,103.228.9.37,103.228.9.37,T-Mobile,1f14ad3677b24a3aa318583d0988760b,Mozilla/5.0 (Android; 12) AppleWebKit/537.36,94
